longTermAdminSym_request,adminPttnCd_request,siDoCd_request,siGunGuCd_request,adminNm_request,resultCode,resultMsg,adminNm,adminPttnCd,longTermAdminSym,longTermPeribRgtDt,siDoCd,siGunGuCd,stpRptDt
,,,,,,,천사노인복지센터,C05,34211000070,20090218,51,110,20090212
,,,,,,,솔루션복지용구지원센터,C06,34211000041,20080709,51,110,20080709
,,,,,,,원주보훈요양원,G31,14213000345,20201214,51,130,20201212
,,,,,,,예가노인전문요양원,G32,14275000010,20080811,51,750,20080811
,,,,,,,중앙노인복지센터,H31,24272000013,20080630,51,720,20011204
,,,,,,,강릉시립노인요양센터,M31,15115000446,20251017,51,150,20250811
,,,,,,,춘천시립요양원,A03,14211000019,20080625,51,110,19950101
,,,,,,,아름다운요양원,A04,14211000160,20111101,51,110,20111101
,,,,,,,A+춘천시니어복지센터,B01,24211000253,20151005,51,110,20151005
,,,,,,,Ⅱ희망노인주야간보호센터,B02,24211000357,20190213,51,110,20190213
,,,,,,,춘천중앙노인복지센터,B03,24211000282,20160801,51,110,20160801
,,,,,,,숨케어재가복지센터,B05,24211000511,20230401,51,110,20230301
,,,,,,,누가119의료기,B06,24213000394,20220501,51,130,20220501
,,,,,,,노인방문요양센터 에벤에셀,C01,34211000089,20090706,51,110,20090630
,,,,,,,동원노인복지센터,C02,34211000148,20110210,51,110,20110210
,,,,,,,스마일 재가노인복지센터,C03,34211000342,20180611,51,110,20180611
,,,,,,,강릉사랑재가복지센터,C05,34215000023,20080624,51,150,20080623
,,,,,,,100세동안 춘천점,C06,34211000158,20110901,51,110,20110901
,,,,,,,갈바리노인요양원,G31,14215000221,20160108,51,150,20160108
,,,,,,,정선군노인요양원,G32,14277000010,20080625,51,770,20070125
,,,,,,,강릉시립주야간보호센터,H31,25115000447,20251017,51,150,20250811
,,,,,,,엘림원,A03,14211000038,20080701,51,110,20080403
,,,,,,,노아요양원,A04,14211000169,20120901,51,110,20120901
,,,,,,,Ⅱ희망노인주야간보호센터,B01,24211000357,20190213,51,110,20190213
,,,,,,,춘천노인복지센터,B02,24211000369,20190614,51,110,20190614
,,,,,,,Ⅱ희망노인주야간보호센터,B03,24211000357,20190213,51,110,20190213
,,,,,,,+조해숙재가복지센터,B05,24213000388,20220228,51,130,20220228
,,,,,,,라온라이프케어,B06,24213000422,20230101,51,130,20230101
,,,,,,,동원노인복지센터,C01,34211000148,20110210,51,110,20110210
,,,,,,,자양방문노인복지센터,C02,34211000263,20160202,51,110,20160202
,,,,,,,효섬김재가복지센터,C03,34213000174,20131219,51,130,20131219
,,,,,,,동해방문간호센터,C05,34217000098,20191129,51,170,20191129
,,,,,,,A플러스 복지용구,C06,34211000323,20171101,51,110,20171101
,,,,,,,이레마을노인요양원,G31,14217000003,20080624,51,170,20021015
,,,,,,,삼척시립 도계요양원,G32,15123000131,20250801,51,230,20250217
,,,,,,,화천군 치매전담형 종합노인요양시설 주간보호센터,H31,25179000033,20250818,51,790,20250730
,,,,,,,소망의집,A03,14211000124,20100301,51,110,20100301
,,,,,,,다나은공동생활,A04,14211000279,20160727,51,110,20160727
,,,,,,,춘천노인복지센터,B01,24211000369,20190614,51,110,20190614
,,,,,,,다사랑실버케어,B02,24211000373,20190701,51,110,20190701
,,,,,,,다사랑실버케어,B03,24211000373,20190701,51,110,20190701
,,,,,,,착한사랑재가복지센터,B05,24215000293,20190808,51,150,20190808
,,,,,,,부영의료기,B06,24215000342,20210628,51,150,20210524
,,,,,,,자양방문노인복지센터,C01,34211000263,20160202,51,110,20160202
,,,,,,,샬롬재가복지센터,C02,34211000265,20160304,51,110,20160225
,,,,,,,시니어데이케어 주은 원주센터,C03,34213000282,20181113,51,130,20181113
,,,,,,,성예전문요양원,A03,14511000001,20080523,52,111,20080523
,,,,,,,반석의집,A04,14511000041,20080620,52,113,20020814
,,,,,,,전주중앙노인복지센터,B01,24511000024,20080613,52,111,20080603
,,,,,,,엘림 노인복지센터,B02,24511000364,20131120,52,111,20131120
,,,,,,,서원노인주간보호센터,B03,24511000076,20080707,52,111,20080707
,,,,,,,다온노인복지센터,B04,25280000187,20241216,52,800,20241209
,,,,,,,돌봄재가복지센터,B05,24511000683,20210621,52,111,20210621
,,,,,,,가정복지용구,B06,24511000645,20200423,52,113,20200423
,,,,,,,예찬365일데이케어,C01,34511000003,20080521,52,113,20080521
,,,,,,,예찬365일데이케어,C02,34511000003,20080521,52,113,20080521
,,,,,,,예찬365일데이케어,C03,34511000003,20080521,52,113,20080521
,,,,,,,하나방문간호센터,C05,34511000415,20150914,52,111,20150914
,,,,,,,예찬365일데이케어,C06,34511000003,20080521,52,113,20080521
,,,,,,,전주요양원,G31,14511000002,20080523,52,113,20080523
,,,,,,,전주요양원,G32,14511000002,20080523,52,113,20080523
,,,,,,,전주요양원,G33,14511000002,20080523,52,113,20080523
,,,,,,,전주요양원,G34,14511000002,20080523,52,113,20080523
,,,,,,,전주 재활전문 주간보호센터,H31,24511000576,20190501,52,111,20190501
,,,,,,,이웃사랑노인주간보호센터,I31,34519000115,20190108,52,190,20190108
,,,,,,,서전주요양원,M31,14511000026,20080609,52,111,20080609
,,,,,,,전주요양원,A03,14511000002,20080523,52,113,20080523
,,,,,,,전주인보노인복지센터,A04,14511000290,20110201,52,111,20110201
,,,,,,,엘림 노인복지센터,B01,24511000364,20131120,52,111,20131120
,,,,,,,전주사회서비스 재가노인복지센터,B02,24511000367,20140102,52,111,20140102
,,,,,,,전주 인보노인복지센터,B03,24511000083,20080714,52,111,20080714
,,,,,,,(유)행복한주간보호센터,B04,25280000190,20250708,52,800,20250617
,,,,,,,엔케어재가복지센터,B05,24511000753,20230306,52,111,20230222
,,,,,,,동행케어,B06,24511000651,20200819,52,113,20200819
,,,,,,,성목노인복지기관,C01,34511000081,20080710,52,111,20080710
,,,,,,,성목노인복지기관,C02,34511000081,20080710,52,111,20080710
,,,,,,,비전재가복지센터,C03,34511000127,20081212,52,111,20081212
,,,,,,,더행복플러스재가복지센터,C05,34511000501,20171127,52,113,20171127
,,,,,,,대성의료기,C06,34511000008,20080530,52,111,20080530
,,,,,,,전주보훈요양원,G31,14511000718,20220426,52,111,20220426
,,,,,,,전주보훈요양원,G32,14511000718,20220426,52,111,20220426
,,,,,,,군산행복한집,G33,14513000009,20080925,52,130,20031224
,,,,,,,군산행복한집,G34,14513000009,20080925,52,130,20031224
,,,,,,,씨앗노인복지센터,H31,24513000149,20111004,52,130,20111004
,,,,,,,원광 재활전문 주야간보호센터,I31,34579000039,20110311,52,790,20110311
,,,,,,,선덕효심원,A03,14511000015,20080530,52,111,20080530
,,,,,,,사랑의문,A04,14511000308,20110622,52,113,20110622
,,,,,,,전주사회서비스 재가노인복지센터,B01,24511000367,20140102,52,111,20140102
,,,,,,,예은재가노인복지센터,B02,24511000551,20190102,52,111,20190102
,,,,,,,즐거운집노인복지센터,B03,24511000244,20100203,52,113,20100202
,,,,,,,우리마을재가방문센터,B05,24511000765,20230501,52,113,20230418
,,,,,,,마더의료기,B06,24511000690,20210729,52,111,20210628
,,,,,,,건강한마을노인복지센터,C01,34511000085,20080714,52,111,20080714
,,,,,,,건강한마을노인복지센터,C02,34511000085,20080714,52,111,20080714
,,,,,,,전북실버복지센터,C03,34511000136,20090113,52,113,20090113
,,,,,,,정현방문간호센터,C05,34511000508,20180302,52,111,20180302
,,,,,,,백제의료기,C06,34511000087,20080715,52,111,20080715
,,,,,,,시온의집,G31,14513000001,20080603,52,130,20050704
,,,,,,,시온의집,G32,14513000001,20080603,52,130,20050704
,,,,,,,지리산주간보호센터,H31,24519000023,20080620,52,190,20080620
,,,,,,,서전주요양원,A03,14511000026,20080609,52,111,20080609
,,,,,,,감나무요양원,A04,14511000371,20140201,52,111,20140201
,,,,,,,다사랑노인복지센터,B01,24511000372,20140210,52,111,20140210
,,,,,,,전주재활주야간보호센터,B02,24511000555,20190208,52,111,20190208
,,,,,,,안골노인복지센터,B03,24511000282,20101220,52,113,20101220
,,,,,,,행복나눔재가복지센터,B05,24511000770,20230703,52,111,20230616
,,,,,,,참사랑복지용구,B06,24511000700,20211123,52,113,20211021
,,,,,,,GIP홈케어,C01,34511000103,20080829,52,111,20080829
,,,,,,,GIP홈케어,C02,34511000103,20080829,52,111,20080829
,,,,,,,효자복지센터,C03,34511000148,20090313,52,111,20090313
,,,,,,,간호천사노인복지센터,C05,34511000588,20190617,52,113,20190617
,,,,,,,건강우리의료기,C06,34511000088,20080715,52,111,20080715
,,,,,,,군산행복한집,G31,14513000009,20080925,52,130,20031224
,,,,,,,군산행복한집,G32,14513000009,20080925,52,130,20031224
,,,,,,,김제노인복지센터,H31,24521000010,20080605,52,210,20011109
,,,,,,,은혜요양원,A03,14511000027,20080609,52,113,20050905
,,,,,,,드림요양원,A04,14511000661,20201005,52,113,20201005
,,,,,,,예은재가노인복지센터,B01,24511000551,20190102,52,111,20190102
,,,,,,,사회적협동조합 새샘노인복지센터,B02,24511000561,20190228,52,111,20190228
,,,,,,,늘푸른집 주야간보호센터,B03,24511000316,20110907,52,113,20110907
,,,,,,,다인재가복지센터,B05,24511000789,20231204,52,111,20231106
,,,,,,,백세의료기기,B06,24511000719,20220419,52,111,20220405
,,,,,,,한사랑 재가복지센터,C01,34511000125,20081126,52,111,20081126
,,,,,,,한사랑 재가복지센터,C02,34511000125,20081126,52,111,20081126
,,,,,,,코리아복지요양센터,C03,34511000335,20120712,52,113,20120712
,,,,,,,정성방문간호센터,C05,34513000026,20080630,52,130,20080630
,,,,,,,상아의료기,C06,34511000120,20081112,52,113,20081112
,,,,,,,백향노인전문요양원,G31,14514000005,20080620,52,140,20050408
,,,,,,,백향노인전문요양원,G32,14514000005,20080620,52,140,20050408
,,,,,,,예은노인복지센터,H31,24571000009,20080613,52,710,20080613
,,,,,,,하늘나무복지원,A03,14511000029,20080616,52,111,20080613
,,,,,,,가나안요양원,A04,14511000801,20240102,52,111,20231226
,,,,,,,전주재활주야간보호센터,B01,24511000555,20190208,52,111,20190208
,,,,,,,안디옥노인통합지원센터,B02,24511000563,20190304,52,113,20190304
,,,,,,,전주사회서비스 재가노인복지센터,B03,24511000367,20140102,52,111,20140102
,,,,,,,군산최영희재가노인복지센터,B05,24513000353,20210111,52,130,20201218
,,,,,,,맘편한의료기,B06,24511000720,20220419,52,113,20220401
,,,,,,,비전재가복지센터,C01,34511000127,20081212,52,111,20081212
,,,,,,,비전재가복지센터,C02,34511000127,20081212,52,111,20081212
,,,,,,,사랑방노인복지센터,C03,34511000346,20130104,52,111,20130104
,,,,,,,가정노인복지센터,C05,34513000063,20090421,52,130,20090421
,,,,,,,연세물산,C06,34511000132,20081217,52,111,20081217
,,,,,,,사랑방요양원,G31,14514000455,20201217,52,140,20201207
,,,,,,,크로바실버빌,G32,14518000021,20080731,52,180,20080731
,,,,,,,믿음의집 병설 밀알재가노인복지센터,H31,24572000046,20130301,52,720,20130301
,,,,,,,따뜻한사랑의집,A03,14511000030,20080616,52,113,20070102
